Structure,Second_Name,First_Name,Third_Name,Birthday,Birthmonth,Birthyear,Photo,ID,KEY
GD,Савастьянова,Ольга,Викторовна,5,апреля,1960,http://www.duma.gov.ru/upload/iblock/8f8/8f8be3b1aea55c6b41567fdec31bd524.jpg,1756832,99112845
GD,Савельев,Дмитрий,Иванович,25,мая,1971,http://www.duma.gov.ru/upload/iblock/e82/e82f7ea60c8b9486c8f7c32f113a8ae0.jpg,1756618,99111936
GD,Савицкая,Светлана,Евгеньевна,8,августа,1948,http://www.duma.gov.ru/upload/iblock/4ee/4ee611badc40cf839e93e0d9647a11b5.jpg,1756617,99105318
GD,Савченко,Светлана,Борисовна,24,июня,1965,http://www.duma.gov.ru/upload/iblock/702/702bc5f40e8dd45f7d28ecd965dd26ca.jpg,1756829,99112847
GD,Сазонов,Дмитрий,Валерьевич,4,сентября,1973,http://www.duma.gov.ru/upload/iblock/9b4/9b4937e54b654a7d9fcd7b42963ed385.jpg,1756827,99112848
GD,Сайтиев,Бувайса,Хамидович,11,марта,1975,http://www.duma.gov.ru/upload/iblock/c2a/c2a7d274fff6ca1fd67c7496a430f59e.jpg,1756824,99112923
GD,Санина,Наталья,Петровна,20,июля,1954,http://www.duma.gov.ru/upload/iblock/82e/82ed00e94aaa3e8f95cf5ec95dda1f8e.jpg,1756822,99112849
GD,Сапко,Игорь,Вячеславович,13,июля,1966,http://www.duma.gov.ru/upload/iblock/413/413e2fab29e1e2e0e418b26ac4f16d9d.jpg,1756821,99112850
GD,Сапрыкина,Татьяна,Васильевна,8,мая,1968,http://www.duma.gov.ru/upload/iblock/be8/be8d53bd26091189dc67c2e359a93f7d.jpg,1756820,99112851
GD,Саралиев,Шамсаил,Юнусович,5,ноября,1973,http://www.duma.gov.ru/upload/iblock/a54/a545c9c4d96342bef300736fda00e320.jpg,1756616,99112001
GD,Сафаралиев,Гаджимет,Керимович,26,июня,1950,http://www.duma.gov.ru/upload/iblock/a15/a15dd4f65b366875b01917ff37556a20.jpg,1756615,99100888
GD,Сафин,Марат,Мубинович,27,января,1980,http://www.duma.gov.ru/upload/iblock/f8b/f8bee925c19e55923be8734247c28ba6.jpg,1756614,Not found
GD,Свинцов,Андрей,Николаевич,12,ноября,1978,http://www.duma.gov.ru/upload/iblock/eaa/eaa00d9f9ba8d8ebb22b234c5bc0569f.jpg,1756613,99111939
GD,Свищев,Дмитрий,Александрович,22,мая,1969,http://www.duma.gov.ru/upload/iblock/a02/a026340e7c66fd6fadb2318d52c7cae2.jpg,1756612,99111048
GD,Селезнев,Валерий,Сергеевич,5,сентября,1964,http://www.duma.gov.ru/upload/iblock/e3e/e3ec089432a26d1ef32e5212f0ad49b7.jpg,1756611,99111049
GD,Селиверстов,Виктор,Валентинович,2,августа,1954,http://www.duma.gov.ru/upload/iblock/5e6/5e692e197ea049ff64b7c1d51d047783.jpg,1756819,99112852
GD,Селимханов,Магомед,Саламович,31,января,1976,http://www.duma.gov.ru/upload/iblock/14a/14ab7904e0dc82d7579186f556092121.jpg,1756610,99112000
GD,Серова,Елена,Олеговна,22,апреля,1976,http://www.duma.gov.ru/upload/iblock/2e6/2e62e2ed573ab2b7961974dd5dadf12f.jpg,1756949,99112853
GD,Серпер,Евгений,Александрович,31,июля,1980,http://www.duma.gov.ru/upload/iblock/1fe/1fe4233cc49f50635f64046681edc65e.jpg,1756956,99112854
GD,Сибагатуллин,Фатих,Саубанович,1,мая,1950,http://www.duma.gov.ru/upload/iblock/0ca/0ca0943590b573b22fbe7c791b1415c5.jpg,1756609,99111054
GD,Сидоров,Александр,Леонидович,15,марта,1952,http://www.duma.gov.ru/upload/iblock/fe8/fe830ec5dbffff8d21b6f9d5d97ac4ac.jpg,1756967,99112855
GD,Сидякин,Александр,Геннадьевич,17,ноября,1977,http://www.duma.gov.ru/upload/iblock/598/5988a49e9a48af6ad7ddd7927eef32da.jpg,1756608,99109163
GD,Силанов,Алексей,Николаевич,15,апреля,1961,http://www.duma.gov.ru/upload/iblock/705/705c0108c7f467a630e7772652649423.jpg,1756815,99112856
GD,Симановский,Леонид,Яковлевич,19,июля,1949,http://www.duma.gov.ru/upload/iblock/70e/70e1efdc5cfef59671196965544de97a.jpg,1756607,99110096
GD,Синельщиков,Юрий,Петрович,26,сентября,1947,http://www.duma.gov.ru/upload/iblock/49d/49d3118196a909bcdf98cd971c39f675.jpg,1756606,99111945
GD,Синяговский,Владимир,Ильич,9,августа,1948,http://www.duma.gov.ru/upload/iblock/f73/f736d40f9acfb5444bb6a6545deaedd7.jpg,1756812,99112857
GD,Ситников,Алексей,Владимирович,19,июня,1971,http://www.duma.gov.ru/upload/iblock/7fc/7fc027b799105f61c4cb0d6ea0ab102f.jpg,1756971,99112685
GD,Скляр,Геннадий,Иванович,17,мая,1952,http://www.duma.gov.ru/upload/iblock/84f/84f7565ae55f50e412b70ca9e10364e7.jpg,1756946,99112858
GD,Скоч,Андрей,Владимирович,30,января,1966,http://www.duma.gov.ru/upload/iblock/899/8991c3e9c3225f432efb4903d50f682a.jpg,1756604,99100696
GD,Скриванов,Дмитрий,Станиславович,15,августа,1971,http://www.duma.gov.ru/upload/iblock/9c0/9c0275301d9706a8e3c894a10c991fa5.jpg,1756808,99112859
GD,Скруг,Валерий,Степанович,20,июня,1963,http://www.duma.gov.ru/upload/iblock/964/96461d35da1ee458b064b33c6e07353a.jpg,1756603,99111704
GD,Слуцкий,Леонид,Эдуардович,4,января,1968,http://www.duma.gov.ru/upload/iblock/d3d/d3da8458e6165be93fbc0a6c87c1c326.jpg,1756602,99100776
GD,Слыщенко,Константин,Григорьевич,9,марта,1965,http://www.duma.gov.ru/upload/iblock/843/84301dcde82fbd5f7ec76c41dcff0206.jpg,1756806,99112860
GD,Смирнов,Юрий,Валентинович,1,декабря,1952,http://www.duma.gov.ru/upload/iblock/14c/14c5d32dfb2a65231af95aaa2ee0155c.jpg,1756981,99110299
GD,Смолин,Олег,Николаевич,10,февраля,1952,http://www.duma.gov.ru/upload/iblock/139/1397c2d7c60762936d741bfc8df6c4c1.jpg,1756601,99105719
GD,Солнцева,Светлана,Юрьевна,4,апреля,1966,http://www.duma.gov.ru/upload/iblock/3be/3be78a5031f25b3addfb9a32ffb65b0d.jpg,1756804,99112577
GD,Соломатина,Татьяна,Васильевна,21,апреля,1956,http://www.duma.gov.ru/upload/iblock/235/2351df8df4194ef09eca30d3804afd0e.jpg,1756803,99112861
GD,Сопчук,Сергей,Андреевич,16,февраля,1964,http://www.duma.gov.ru/upload/iblock/61d/61d2fecb61de5f6ebb12964fd634c50a.jpg,1756801,99112862
GD,Станкевич,Игорь,Валентинович,31,августа,1958,http://www.duma.gov.ru/upload/iblock/1f3/1f3284062f75a9594bb757c229017f7e.jpg,1756800,99112863
GD,Старовойтов,Александр,Сергеевич,28,января,1972,http://www.duma.gov.ru/upload/iblock/fa8/fa89f32cd32f1977d20909d653398a1a.jpg,1756600,99111948
GD,Старшинов,Михаил,Евгеньевич,12,декабря,1971,http://www.duma.gov.ru/upload/iblock/295/2956265d9f3c94f8ef32be9fb7ea1ae3.jpg,1756799,99111057
GD,Строкова,Елена,Викторовна,17,февраля,1976,http://www.duma.gov.ru/upload/iblock/292/292335635e71c6cbde992737d63a8081.jpg,1756599,99100972
GD,Суббот,Валентин,Владимирович,26,апреля,1968,http://www.duma.gov.ru/upload/iblock/309/3091e89318ee15e4f42487d8f4c2dc98.jpg,1777615,99112979
GD,Сураев,Максим,Викторович,24,мая,1972,http://www.duma.gov.ru/upload/iblock/5b7/5b7e84065cf94acf1fce1a5ee7de62ad.jpg,1756798,99112864
GD,Сухарев,Иван,Константинович,10,июня,1978,http://www.duma.gov.ru/upload/iblock/774/774ca72312290de3a23304610a76052f.jpg,1756598,99111950
GD,Сухарев,Игорь,Николаевич,26,октября,1968,http://www.duma.gov.ru/upload/iblock/ea1/ea1ec271edcf86661a992ad2ad6a6557.jpg,1756797,99112865
GD,Сысоев,Владимир,Владимирович,21,июня,1973,http://www.duma.gov.ru/upload/iblock/ed3/ed3adb958aecdb87acd6c3dc5f909d55.jpg,1756597,99112652
GD,Таймазов,Артур,Борисович,20,июля,1979,http://www.duma.gov.ru/upload/iblock/9e3/9e309a4ad51b2acdf7fcdec07ece8b50.jpg,1756795,99112866
GD,Тайсаев,Казбек,Куцукович,12,февраля,1967,http://www.duma.gov.ru/upload/iblock/d49/d4957cf54d8af8c73d00a482b356aef4.jpg,1756596,99111951
GD,Тарасенко,Михаил,Васильевич,21,ноября,1947,http://www.duma.gov.ru/upload/iblock/c3f/c3f318a3a1ae0c5dfad6955f965784a2.jpg,1756595,99111061
GD,Тарасюк,Василий,Михайлович,10,октября,1948,http://www.duma.gov.ru/upload/iblock/ee5/ee554a16f65974ad03657bc2253fbefd.jpg,1756594,Not found
GD,Тен,Сергей,Юрьевич,25,августа,1976,http://www.duma.gov.ru/upload/iblock/c7f/c7f7bc568eeff2e510b527a721dc32c7.jpg,1756593,99112007
GD,Терентьев,Александр,Васильевич,1,января,1961,http://www.duma.gov.ru/upload/iblock/5b3/5b3e2b05d922f619fbd9e9d8c4991120.jpg,1756592,99111063
GD,Терентьев,Михаил,Борисович,14,мая,1970,http://www.duma.gov.ru/upload/iblock/e24/e2444b0505eab9e1d0b031d67372a89a.jpg,1756591,99111064
GD,Терешкова,Валентина,Владимировна,6,марта,1937,http://www.duma.gov.ru/upload/iblock/9fd/9fdf712f6974a5e2ad318f0a34213403.jpg,1756590,99112025
GD,Тетерин,Иван,Михайлович,12,января,1952,http://www.duma.gov.ru/upload/iblock/dc6/dc68cc17a7c86c96370f34d38e05b88b.jpg,1756980,99112867
GD,Тимофеева,Ольга,Викторовна,19,августа,1977,http://www.duma.gov.ru/upload/iblock/6ed/6edae9222538590ebdc8ed6876d2dee3.jpg,1756589,99112126
GD,Тихомиров,Анатолий,Федорович,7,мая,1956,http://www.duma.gov.ru/upload/iblock/dd3/dd383579e1eb8b771410e890ed163769.jpg,1756793,99112868
GD,Ткачев,Алексей,Николаевич,1,марта,1957,http://www.duma.gov.ru/upload/iblock/526/52666958a6076afe95e02580c2c4b50c.jpg,1756588,99109943
GD,Толстой,Петр,Олегович,20,июня,1969,http://www.duma.gov.ru/upload/iblock/5c1/5c150ab66d30ae2d648224c0a2b5d6b5.jpg,1756790,99112869
GD,Торощин,Игорь,Андреевич,9,декабря,1985,http://www.duma.gov.ru/upload/iblock/80b/80bbac9e166cc1079b32e6e4ecec69f3.jpg,1756788,99112870
GD,Третьяк,Владислав,Александрович,25,апреля,1952,http://www.duma.gov.ru/upload/iblock/89c/89cc14164af34272a5a0259e2fa1eb8c.jpg,1756587,99109957
GD,Тумусов,Федот,Семёнович,30,июня,1955,http://www.duma.gov.ru/upload/iblock/788/7880b4251467d0a6bb9d6569f7d53ead.jpg,1756586,99111067
GD,Туров,Артём,Викторович,1,марта,1984,http://www.duma.gov.ru/upload/iblock/7b8/7b8edd5c19e437f85eab30ab385c7514.jpg,1756585,99112650
GD,Тутова,Лариса,Николаевна,18,октября,1969,http://www.duma.gov.ru/upload/iblock/6a7/6a77af49a05b8f9dce0d9272bd92f029.jpg,1756953,99112871
GD,Умаханов,Умахан,Магомедгаджиевич,25,мая,1965,http://www.duma.gov.ru/upload/iblock/78c/78c8fa4df11df2b97052f83fd1c6bf06.jpg,1756584,99111992
GD,Фаррахов,Айрат,Закиевич,17,февраля,1968,http://www.duma.gov.ru/upload/iblock/44a/44a152c3cdbdbd83b726999c3b1e62b7.jpg,1756787,99112873
GD,Федоров,Евгений,Алексеевич,11,мая,1963,http://www.duma.gov.ru/upload/iblock/742/7424c07fa8dc238048fade89ba00d298.jpg,1756583,99100398
GD,Федяев,Павел,Михайлович,31,июля,1982,http://www.duma.gov.ru/upload/iblock/cf5/cf5e15ffb1c58838339a5509bc4ac9c4.jpg,1756582,99112009
GD,Фетисов,Вячеслав,Александрович,20,апреля,1958,http://www.duma.gov.ru/upload/iblock/851/851f763e515328251c3d953c09583395.jpg,1756784,99111374
GD,Фирюлин,Иван,Иванович,10,сентября,1954,http://www.duma.gov.ru/upload/iblock/805/805574f421124803d60225119ee73f43.jpg,1756783,99112874
GD,Фокин,Александр,Иванович,24,октября,1954,http://www.duma.gov.ru/upload/iblock/f5f/f5fb9e33670ceb67a48dfe852c2b8014.jpg,1756581,99110097
GD,Фролова,Тамара,Ивановна,2,ноября,1959,http://www.duma.gov.ru/upload/iblock/ba3/ba3ed49558acb3c21931cd403d5cf9b7.jpg,1756782,99112710
GD,Фургал,Сергей,Иванович,12,февраля,1970,http://www.duma.gov.ru/upload/iblock/e53/e53966d8ddee5011cf60af9943cebabb.jpg,1756970,99111071
GD,Хайров,Ринат,Шамильевич,22,июня,1964,http://www.duma.gov.ru/upload/iblock/959/95918ebb316eb2522c7a9961f1c924f1.jpg,1756580,99111961
GD,Хайруллин,Айрат,Назипович,1,августа,1970,http://www.duma.gov.ru/upload/iblock/b43/b43964c07971a1849b54e2616f80b029.jpg,1756579,99109928
GD,Харитонов,Николай,Михайлович,30,октября,1948,http://www.duma.gov.ru/upload/iblock/5e7/5e73e2f4086df00d9d938f62003af47e.jpg,1756578,99100407
GD,Харсиев,Алихан,Анатольевич,10,июня,1956,http://www.duma.gov.ru/upload/iblock/4b9/4b9a05c8656cb683f991c01196c07b6a.jpg,1756773,99112875
GD,Хасанов,Мурат,Русланович,10,декабря,1970,http://www.duma.gov.ru/upload/iblock/7a7/7a775dab7bda401cc810134527ec194c.jpg,1756772,99112927
GD,Хованская,Галина,Петровна,23,августа,1943,http://www.duma.gov.ru/upload/iblock/62b/62b18e8a3abfcaa612281222732a61af.jpg,1756577,99109949
GD,Хор,Глеб,Яковлевич,8,апреля,1963,http://www.duma.gov.ru/upload/iblock/3ca/3cafa70c6b537a16e6641bc85753c3de.jpg,1756576,99110089
GD,Хохлов,Алексей,Алексеевич,6,ноября,1957,http://www.duma.gov.ru/upload/iblock/729/72905d066974a3e54eff1078a4d016ba.jpg,1756978,99112876
GD,Хуснулин,Равиль,Камильевич,14,декабря,1957,http://www.duma.gov.ru/upload/iblock/e50/e50e3e55898dbb5b6ad45ad56cd81186.jpg,1756750,99112877
GD,Шайхутдинов,Рифат,Габдулхакович,23,декабря,1963,http://www.duma.gov.ru/upload/iblock/ba4/ba402b8e05cb49a4152b28330a096a49.jpg,1756569,99110033
GD,Шаккум,Мартин,Люцианович,21,сентября,1951,http://www.duma.gov.ru/upload/iblock/193/193b9e2b4cb9b479a6a308b5d598a8ed.jpg,1756568,99100654
GD,Шаманов,Владимир,Анатольевич,15,февраля,1957,http://www.duma.gov.ru/upload/iblock/371/3714eda6b2990fe73653d9905b63274d.jpg,1756738,99112711
GD,Шаргунов,Сергей,Александрович,12,мая,1980,http://www.duma.gov.ru/upload/iblock/3bc/3bcba1d8d1bc2d14a89336c85748e1d9.jpg,1756737,99112885
GD,Швыткин,Юрий,Николаевич,24,мая,1965,http://www.duma.gov.ru/upload/iblock/390/390ba1e117db9fd967577a1950f9f243.jpg,1756977,99112886
GD,Шеин,Олег,Васильевич,21,марта,1972,http://www.duma.gov.ru/upload/iblock/bc2/bc2e03420abae8572f713536d3b07c20.jpg,1756567,99100788
GD,Шеремет,Михаил,Сергеевич,23,мая,1971,http://www.duma.gov.ru/upload/iblock/cba/cba63ae6bc1b24ca20c154aeac230842.jpg,1756736,99112887
GD,Шерин,Александр,Николаевич,21,июня,1977,http://www.duma.gov.ru/upload/iblock/e5a/e5aae50ccbacd0d5649822d4c510e1f9.jpg,1756566,99112481
GD,Шилков,Данил,Евгеньевич,25,сентября,1982,http://www.duma.gov.ru/upload/iblock/657/6578831455564e33ad29cc5d5ecbfb62.jpg,1756735,99112888
GD,Шишкоедов,Василий,Михайлович,1,января,1953,http://www.duma.gov.ru/upload/iblock/c62/c626549919330494ec9d894bde225d51.jpg,1756734,99112889
GD,Шойгу,Лариса,Кужугетовна,21,января,1953,http://www.duma.gov.ru/upload/iblock/335/33565f074ac64ae8bf82f47dd397eb2a.jpg,1756565,99111084
GD,Шолохов,Александр,Михайлович,25,января,1962,http://www.duma.gov.ru/upload/iblock/d18/d18d8e503119df35ad5391e2a9050f82.jpg,1756993,99112890
GD,Шперов,Павел,Валентинович,4,июля,1971,http://www.duma.gov.ru/upload/iblock/c2a/c2a0b249fe53f7fe144852c16034e9ef.jpg,1756732,99112891
GD,Шрейдер,Виктор,Филиппович,23,февраля,1952,http://www.duma.gov.ru/upload/iblock/91d/91db7b06ca9e896af0a78ddd777f880d.jpg,1756969,99111977
GD,Шубин,Игорь,Николаевич,20,декабря,1955,http://www.duma.gov.ru/upload/iblock/239/239e6b6796498c04d37fc803a3ba48d6.jpg,1756564,99111645
GD,Шулепов,Евгений,Борисович,8,июня,1958,http://www.duma.gov.ru/upload/iblock/672/672fef0d38d4a65e8846556ee7b4cff9.jpg,1756563,99112892
GD,Шурчанов,Валентин,Сергеевич,19,января,1947,http://www.duma.gov.ru/upload/iblock/bec/becee156be84559251bb6645680e6012.jpg,1756562,99107007
GD,Шхагошев,Адальби,Люлевич,6,июня,1967,http://www.duma.gov.ru/upload/iblock/133/13373049134d3f7155075a5982e33ce5.jpg,1756561,99111086
GD,Щаблыкин,Максим,Иванович,13,июля,1970,http://www.duma.gov.ru/upload/iblock/a3a/a3a90e5271f20a926e21697ae0516c6f.jpg,1756560,99112893
GD,Щапов,Михаил,Викторович,20,сентября,1975,http://www.duma.gov.ru/upload/iblock/bbb/bbb1dadc24e9833732c9d0b0d20cdec1.jpg,1756559,99112894
GD,Эмиргамзаев,Абдулгамид,Гасанович,26,мая,1965,http://www.duma.gov.ru/upload/iblock/ba5/ba5b1ef09ff193d67490e072c39490c2.jpg,1756558,99112895
GD,Юмашева,Инга,Альбертовна,11,марта,1985,http://www.duma.gov.ru/upload/iblock/f59/f59fce483dc75e6e03f3ef740a09ca8e.jpg,1756557,99112896
GD,Юрков,Дмитрий,Васильевич,5,мая,1972,http://www.duma.gov.ru/upload/iblock/407/40731a8214a84f0835f156a8410f361e.jpg,1756555,99112897
GD,Ющенко,Александр,Андреевич,19,ноября,1969,http://www.duma.gov.ru/upload/iblock/bab/babe06be789bd5029e76a57000365d91.jpg,1756556,99111981
GD,Ямпольская,Елена,Александровна,20,июня,1971,http://www.duma.gov.ru/upload/iblock/1b8/1b897475362101945744f277b233286f.jpg,1756554,99112899
GD,Яровая,Ирина,Анатольевна,17,октября,1966,http://www.duma.gov.ru/upload/iblock/d04/d0446acc067636c2ea80828e34e20b2c.jpg,1756553,99111093
